days "AB magnitudes"
26.1034722222 28.8108477555
26.1111111111 28.7339502897
26.1215277778 28.9360127605
26.13125 28.9217073059
26.1416666667 29.0378035112
26.1520833333 29.1272925019
26.1618055556 29.1726991319
26.1722222222 29.1208145701
26.1819444444 29.1342599727
26.1923611111 29.2191372599
26.2020833333 29.2714772305
26.2111111111 29.3362528627
26.2222222222 29.3671286098
26.23125 29.3907692039
26.2430555556 29.4101074887
26.2513888889 29.3981339521
26.2618055556 29.3607154897
26.2722222222 29.3686152163
26.28125 29.3346988606
26.2923611111 29.2965106168
26.3020833333 29.3116652464
26.3111111111 29.2869897002
26.3222222222 29.2971669078
26.3319444444 29.2907284789
26.3430555556 29.3077361551
26.3520833333 29.3087129931
26.3611111111 29.3278549474
26.3722222222 29.3406004065
26.3819444444 29.3547574026
26.3930555556 29.4179178955
26.4027777778 29.4673846699
26.4118055556 29.496134568
26.4215277778 29.515590108
26.4319444444 29.5377724525
26.4416666667 29.5562731239
26.4513888889 29.569065665
26.4625 29.6004401675
26.4722222222 29.6222550328
26.4819444444 29.6538422476
26.4923611111 29.6627454734
26.5027777778 29.6799306767
26.5118055556 29.6617225188
26.5222222222 29.6628547447
26.53125 29.6794450304
26.5416666667 29.7070997692
26.5520833333 29.7674282174
26.5625 29.7878410299
26.5715277778 29.8120951803
26.5833333333 29.859810806
26.5930555556 29.9064451428
26.6020833333 29.9295106894
27.1875 30.6080065967
27.7868055556 30.1815280628
28.4 30.6308436156
29.0263888889 30.6066045156
29.6652777778 30.6056653005
30.3201388889 30.7373876964
30.9881944444 30.7137314308
31.6708333333 30.7506295285
32.3694444444 30.8672826456
33.0826388889 30.8817483895
33.8125 30.7659997424
34.5583333333 30.4906582647
35.3194444444 30.4631636376
36.0979166667 30.4302128757
36.89375 30.4269506036
37.70625 30.3952343853
38.5375 30.4104438222
39.3875 30.39699801
40.2548611111 30.3630980521
41.1430555556 30.3183977847
42.05 30.2944733595
42.9777777778 30.2640760648
43.9243055556 30.274810062
44.8923611111 30.2462950617
45.8819444444 30.2225606474
46.8944444444 30.2132291507
47.9298611111 30.2032420092
48.9847222222 30.1698295965
50.0652777778 30.1728017934
51.1666666667 30.1663486336
52.29375 30.1374048075
