days "AB magnitudes"
2.38090277778 34.7075426674
2.39756944444 34.9623525672
2.41423611111 34.9931595096
2.43090277778 35.007573299
2.44756944444 34.997723512
2.46423611111 35.0136906019
2.48090277778 35.0119662757
2.49756944444 35.0062537078
2.51423611111 35.0067218394
2.53090277778 34.9851906346
2.54768518519 34.9098811611
2.56435185185 34.9044122383
2.58113425926 34.8976348079
2.59768518519 34.8719515
2.61435185185 34.895418812
2.63101851852 34.8727856359
2.64768518519 34.8411545078
2.66423611111 34.8049132119
2.68101851852 34.8181489455
2.69768518519 34.791846334
2.71446759259 34.7659045292
2.73101851852 34.7660530476
2.74768518519 34.7433231997
2.76435185185 34.711394669
2.78113425926 34.7130449253
2.79768518519 34.6955169584
2.81423611111 34.6883946264
2.83101851852 34.6453761748
2.84756944444 34.6529070844
2.86423611111 34.6109768354
2.88090277778 34.6172988055
2.89756944444 34.5597977883
2.91435185185 34.5777892059
2.93101851852 34.5779669165
2.94756944444 34.5314600987
2.96423611111 34.5386070931
2.98090277778 34.4862323981
2.99756944444 34.4881564912
3.01435185185 34.4310151224
3.03090277778 34.4483215821
3.04756944444 34.4520515886
3.06423611111 34.408157173
3.08101851852 34.4125540859
3.09768518519 34.3731388165
3.11435185185 34.3806747473
3.13101851852 34.3849538546
3.14768518519 34.3546548091
3.16423611111 34.3542299003
3.18101851852 34.3528356921
3.19756944444 34.3492075093
3.21435185185 34.3402305969
3.32858796296 34.3012128602
3.446875 34.254337001
3.5693287037 34.2332818789
3.69618055556 34.1507352329
3.82743055556 34.122180964
3.96365740741 34.1118060895
4.10451388889 34.0796209579
4.25069444444 34.2441076534
4.40196759259 34.2252166671
4.55833333333 34.219721768
4.72048611111 34.1005194409
4.88819444444 34.0950239057
5.06157407407 34.0303657122
5.24178240741 33.9935533296
5.42789351852 33.9445628756
5.62071759259 33.8809722841
5.82071759259 33.8256937833
6.0275462963 33.7440943744
6.24166666667 33.7018220425
6.46342592593 33.6495623945
6.6931712963 33.6126475239
