days "AB magnitudes"
56.5575231481 28.5295711796
56.5740740741 28.4678766308
56.5966435185 28.4987990092
56.6177083333 28.5155271542
56.6402777778 28.5837895613
56.6628472222 28.6520581602
56.683912037 28.7102085782
56.7064814815 28.7792337744
56.7275462963 28.8067654618
56.7501157407 28.8489882409
56.7711805556 28.8507680329
56.7907407407 28.8595709865
56.8148148148 28.8278902147
56.834375 28.8907468499
56.8599537037 28.8752168225
56.8780092593 28.9266824248
56.9005787037 28.946566653
56.9231481481 28.9751656605
56.9427083333 29.0060114163
56.9667824074 29.0565780474
56.9878472222 29.0714115975
57.0074074074 29.0970018311
57.0314814815 29.116561386
57.0525462963 29.120747453
57.0766203704 29.1318192699
57.0961805556 29.0988247568
57.1157407407 29.1141956968
57.1398148148 29.1181192121
57.1608796296 29.1278272944
57.1849537037 29.0839214218
57.2060185185 29.1043618535
57.2255787037 29.1490066849
57.2466435185 29.3474425
57.269212963 29.4915166099
57.2902777778 29.5970815556
57.3113425926 29.7465861493
57.3354166667 29.9625859007
57.3564814815 30.0418375314
57.3775462963 30.2580925058
57.4001157407 30.3101282822
57.4226851852 30.4185663583
57.4422453704 30.4087999567
57.4648148148 30.4174281641
57.484375 30.4971081886
57.5069444444 30.5535981018
57.5295138889 30.7083793879
57.5520833333 30.7420283009
57.5716435185 30.8036440554
57.5972222222 30.903840119
57.618287037 31.0388347953
57.6378472222 31.0886505138
58.90625 30.737176014
60.2047453704 31.1346754146
61.5333333333 30.4662760315
62.8905092593 30.6301428611
64.2747685185 30.7084133927
65.6936342593 30.7805802226
67.141087963 30.6241117973
68.6201388889 30.671140748
70.1337962963 30.8837077501
71.6790509259 30.9290218803
73.2604166667 30.9327723293
74.8763888889 30.9093409757
76.525462963 30.9682997793
78.2121527778 30.9968201482
79.9364583333 31.0014902582
81.696875 31.067070973
83.4979166667 31.0548015087
85.3395833333 31.1036286465
87.2188657407 31.1303096539
89.143287037 31.2337407368
91.1083333333 31.2404284748
93.1185185185 31.3430916907
95.1693287037 31.3726171302
97.2667824074 31.4233337467
99.4108796296 31.431779349
101.60462963 31.478726134
103.848032407 31.5988779151
106.133564815 31.5179156004
108.474768519 31.5342478791
110.861111111 31.524338044
113.303125 31.5729326267
115.808333333 31.6169202649
118.360185185 31.6402440751
120.993287037 31.7448437354
123.654976852 31.8529344432
126.406944444 31.9644943574
129.164930556 32.0748278369
132.011689815 32.071171519
134.948726852 32.0481339545
137.891782407 32.0109373509
140.92662037 31.9475887512
144.050231481 31.9312528608
147.265625 31.9454129406
150.493055556 31.9084823706
153.803240741 31.8980257251
157.203703704 31.8811343479
160.619212963 31.8447006073
164.215277778 31.8599819367
167.811342593 31.8695971065
171.497685185 31.8704695527
175.274305556 31.8601526837
179.15625 31.8262574612
183.128472222 32.1241938623
188.37962963 32.109441014
193.25462963 32.0467273624
197.527777778 32.1308645626
201.725694444 32.1492453813
205.773148148 32.1101766992
209.730324074 32.1786052909
213.582175926 32.2142111445
219.359953704 32.2413451387
224.219907407 32.3395805731
228.71875 32.3347141229
233.202546296 32.2889796114
238.859953704 32.4088208133
244.111111111 32.3393274101
249.256944444 32.3220770338
254.417824074 32.3812417889
259.563657407 32.3694791942
265.356481481 32.4251857694
271.856481481 32.4133496641
277.273148148 32.4615725889
283.773148148 32.4724170708
290.288194444 32.4947716087
296.803240741 32.4902954288
303.303240741 32.6261888306
309.818287037 32.6464545944
316.333333333 32.6659155546
322.84837963 32.7188249624
330.461805556 32.7479569498
338.060185185 32.8437743654
344.590277778 32.8007714509
352.293981481 32.9477207596
360.133101852 32.9770030508
368.228009259 32.8540316732
376.428240741 32.8985659582
384.71875 32.9689702056
393.791666667 32.8472389182
401.570601852 32.9311355977
410.643518519 33.0696078876
419.716435185 32.9953424362
428.804398148 33.1285693861
437.892361111 33.2306603413
448.274305556 32.9985657162
458.65625 33.1156223132
467.744212963 33.1950700479
478.141203704 33.2383585806
488.643518519 33.4560958192
499.251157407 33.4754837928
511.378472222 33.776624406
522.001157407 33.7307943584
534.143518519 34.0323057388
545.006944444 33.8389123194
557.976851852 34.2783416591
569.246527778 34.6610716213
582.126157407 35.0141197979
594.990740741 35.6175531914
608.050925926 35.0673330399
621.728009259 35.4290827247
635.314814815 35.8700794432
649.277777778 36.397061718
663.391203704 36.8091362765
677.594907407 37.6479229171
693.965277778 38.4581238101
708.37962963 39.1876576557
723.049768519 38.9335069265
739.916666667 39.0520100864
757.024305556 40.8163387555
772.236111111 40.4715410145
789.795138889 41.1297799902
807.278935185 40.9612615881
824.612268519 38.823394635
844.142361111 38.1782336798
862.002314815 37.7621950476
880.22337963 37.3304320891
900.77662037 37.3370190507
919.072916667 37.2277130958
