magnification abell383 abell1423 abell209 abell2261 abell611 clj1226 macs0329 macs0416 macs0429 macs0647 macs0717 macs0744 macs1115 macs1149 macs1206 macs1311 macs1423 macs1720 macs1931 macs2129 ms2137 rxj1347 rxj1532 rxj2129 rxj2248
0.0 120830.45780284 246278.79073277 266224.48649668 186356.47180801 246185.65890512 158307.75020015 167102.90569795 76126.14178003 218197.38999465 200241.85841911 234341.62022255 255635.86674548 185717.26872457 45068.60041016 217944.5773656 214876.03707807 87834.41891835 261120.81011031 204147.42095984 232611.26170048 217616.6089911 173494.5467539 78421.82798693 256601.75400939 123265.241834
1.0 101579.365516 178195.386222 221303.309662 181432.467459 208656.522763 141963.140784 152539.448377 78156.524585 172166.684294 193902.829118 125253.411617 195173.723633 172995.224085 47209.8893641 194137.028584 168677.836971 88687.4990435 185317.812712 176806.746789 196678.505383 176766.222047 170640.090774 110148.360247 209793.941437 133601.695386
2.0 7130.03996158 12401.4241134 14300.3126498 28747.8154267 19390.8145558 21181.8011465 28063.6293449 19199.0211594 14903.2869113 33683.171722 55368.0552495 22235.9004754 20041.4106023 24413.7356632 20950.3612337 16431.0645876 16028.1967954 13623.7563655 21831.4955908 25037.4768132 16253.3706581 33653.3769213 14232.2613126 13903.4404085 31625.7644603
3.0 1953.47997855 3456.62112706 3824.93175096 10744.8075058 6017.30560507 7827.97681742 11247.0171732 8656.16563451 4541.06127177 12943.7810516 30715.1936505 7368.81819978 6772.11784821 14749.9818316 6860.91039531 5187.30740573 6315.96795934 3912.22898086 7408.47068727 8703.28400142 4985.08665454 13688.342258 5141.62915231 3782.60488086 13905.7232529
4.0 858.540469727 1548.58814893 1666.96174767 5533.89230571 2844.48657066 4033.96476603 6040.33886646 4959.80472504 2135.00557258 6736.87719892 19390.8222127 3578.20927526 3346.1054903 9854.00048543 3327.77828081 2472.26270354 3347.37517341 1788.65512731 3630.68000372 4344.46544497 2332.55868031 7366.08119492 2669.57823978 1669.92814298 7825.88126732
5.0 475.936717532 873.859408705 921.850800317 3364.79045587 1655.25582341 2464.0228863 3777.92931557 3231.98801762 1241.14416208 4112.00853903 13291.9688561 2105.49672504 1999.13689575 7038.98775094 1963.36761877 1444.80162839 2071.95356526 1024.91569262 2144.56036287 2603.65044233 1345.40315847 4597.10124209 1659.98826738 933.165570009 5031.22197775
6.0 302.051390911 563.450136671 585.198192036 2262.91497456 1087.77818219 1667.13437765 2593.04665123 2282.03801372 816.22492601 2767.65254136 9646.33865936 1388.58397308 1336.27346247 5273.18935286 1300.27873029 951.612671183 1410.40750179 669.011974543 1416.47739725 1739.97962403 877.351407298 3143.89600501 1147.71758713 597.586776004 3515.31815599
7.0 209.19921126 395.753164442 405.933218174 1628.0142798 773.51793082 1207.1854956 1894.38210682 1702.08776598 581.222466923 1989.73641604 7300.51999224 986.985999842 961.247733828 4093.41620032 928.644061074 677.433731279 1023.54806759 474.726450464 1007.24684512 1249.3103089 619.640813782 2287.5669527 850.289911894 417.666038026 2600.10245434
8.0 153.931982652 294.839461387 299.344058506 1228.97689174 581.058780081 917.240503573 1447.22053847 1321.0866879 437.303066154 1499.83010854 5705.87387989 739.44500675 727.967569489 3266.6164575 699.186703304 509.081822769 777.7159705 356.784477098 754.575030714 943.533265316 462.639212767 1740.59465022 661.044424201 310.045828815 2004.45906278
9.0 118.374222429 229.247851774 230.766630598 961.739359847 454.34875402 722.347436683 1143.31638624 1056.83279842 342.48072108 1171.52255123 4574.72123773 575.934306923 572.572129491 2665.07709933 547.264105754 398.045570942 611.679533115 279.541758921 587.557798651 739.763093066 359.769752461 1369.8566892 532.406802237 240.435527743 1594.63050798
10.0 94.1230294116 184.085316156 183.9638005 773.894758809 366.26408001 584.800577187 927.083450761 865.733449856 276.4871679 940.79677027 3744.59229451 462.133259208 463.568141617 2214.0231868 441.238064543 320.763657214 494.185365372 225.999842354 471.303906815 596.901490918 288.575711975 1106.8671499 440.499754235 192.698540574 1300.3015625
11.0 76.8177154081 151.570594093 150.528941908 636.73126239 302.386682422 483.940946144 767.567641146 722.876554945 228.563398363 772.447213711 3118.19781186 379.62911893 383.96081788 1867.30206164 364.142687001 264.675959741 407.925728409 187.220316665 387.043413293 492.687180978 237.160321745 913.469680075 372.235226635 158.445787268 1081.59998213
