days "AB magnitudes"
9.95833333333 31.8640300149
9.96875 32.152730159
9.97847222222 31.568179358
9.98819444444 31.708589946
9.99861111111 32.2856125126
10.0083333333 31.2699723098
10.0180555556 31.0807753808
10.0284722222 31.0877580508
10.0381944444 31.1081213047
10.0486111111 31.1358435151
10.0583333333 31.1885803813
10.0680555556 31.2791375887
10.0784722222 31.3854866977
10.0881944444 31.4834683506
10.0986111111 31.5744554574
10.1083333333 31.6002494804
10.1180555556 31.6126392432
10.1284722222 31.6094632549
10.1381944444 31.5795045757
10.1486111111 31.5874383918
10.1583333333 31.577064742
10.1680555556 31.6036935212
10.1784722222 31.6269692382
10.1881944444 31.6394738558
10.1986111111 31.6741713486
10.2083333333 31.7158804509
10.2180555556 31.7478175383
10.2284722222 31.7923369239
10.2381944444 31.8390827526
10.2486111111 31.8832967879
10.2583333333 31.9144662582
10.2680555556 31.954309652
10.2784722222 31.9826766971
10.2881944444 32.0385112973
10.2986111111 32.0482088222
10.3083333333 32.0725334502
10.3180555556 32.0869400749
10.3284722222 32.082644992
10.3381944444 32.0885988536
10.3486111111 32.075335973
10.3583333333 32.1240622882
10.3680555556 32.1699081931
10.3784722222 32.2065603134
10.3881944444 32.2516665761
10.3986111111 32.287742674
10.4083333333 32.3138175387
10.4180555556 32.3569080969
10.4284722222 32.3604408689
10.4381944444 32.3654700382
10.4486111111 32.372463801
10.4583333333 32.4339966998
10.7388888889 32.5269454011
11.0270833333 32.3035727623
11.3229166667 32.3163738075
11.6263888889 32.2704080109
11.9381944444 32.2879687166
12.2583333333 32.3176595901
12.5875 32.2683787467
12.9256944444 32.2509326995
13.2715277778 32.2573535114
13.6277777778 32.2757422654
13.9944444444 32.2584974578
14.3694444444 32.2505714818
14.7541666667 32.2360553569
15.15 32.2175733493
15.5569444444 32.1954559569
15.9743055556 32.1897928139
16.4020833333 32.1271493392
16.8423611111 32.0978994444
17.2944444444 32.3208755996
17.7576388889 32.2032889078
18.2354166667 32.1170998261
18.7243055556 32.0756471253
19.2270833333 32.0415344495
19.7430555556 31.9826150622
20.2708333333 31.9365797014
20.8159722222 31.9195446975
21.3736111111 31.8865767086
21.9479166667 31.84767836
22.5361111111 31.8309098678
23.1395833333 31.801558915
23.7618055556 31.7594955324
24.3979166667 31.7331434269
25.0527777778 31.7120480957
25.7256944444 31.6905483859
26.4159722222 31.6403311168
27.1243055556 31.6401919684
27.8513888889 31.6036207155
28.5986111111 31.5963198132
29.3659722222 31.5691706617
30.1527777778 31.5343848047
30.9618055556 31.5389484281
31.7930555556 31.509876048
32.6458333333 31.4993253339
33.5208333333 31.490844312
34.4201388889 31.4903970345
35.3465277778 31.4609551352
36.29375 31.4402050517
37.26875 31.455582817
38.3069444444 31.4417282871
39.3159722222 31.4365794337
40.3708333333 31.4273855262
41.4277777778 31.4281027415
42.575 31.4316780315
43.6805555556 31.412830544
44.8770833333 31.4268267697
46.0756944444 31.4256657191
47.3215277778 31.4312915062
48.5694444444 31.4282505933
49.8652777778 31.4385032665
51.2076388889 31.4549540217
52.5986111111 31.4824279454
53.9916666667 31.486349818
55.4333333333 31.5118885864
56.9229166667 31.5354769168
58.4604166667 31.5556384796
60.0472222222 31.5819835293
61.6368055556 31.5977465641
63.275 31.6052161372
65.0083333333 31.6291672099
66.7451388889 31.6549297596
68.53125 31.7293050916
70.3680555556 31.7322415788
72.25 31.7522762656
74.1875 31.7738672689
76.1736111111 31.8139471972
78.2152777778 31.8903409442
81.0972222222 31.5545086097
83.25 31.5833787353
85.3611111111 31.6172913475
87.4791666667 31.6701027375
89.5902777778 31.695221083
91.7152777778 31.8357188649
94.8958333333 31.9046280524
97.0416666667 31.9609173261
99.6319444444 32.0542265948
102.222222222 32.1051836601
104.951388889 32.2083334136
107.756944444 32.4082485313
110.645833333 32.5417571883
113.569444444 32.6536241105
116.520833333 32.8266114735
119.451388889 32.9299980359
