days "AB magnitudes"
11.7222222222 32.6416688223
11.7384259259 30.628925015
11.755787037 31.0202919435
11.7719907407 30.8415293824
11.7893518519 30.9706347871
11.8055555556 31.0675203966
11.8217592593 31.1271202606
11.8391203704 31.1819354142
11.8553240741 31.2258835073
11.8726851852 31.2780129696
11.8888888889 31.3723063507
11.9050925926 31.4136877187
11.9224537037 31.4805819279
11.9386574074 31.7044366471
11.9560185185 31.8882013623
11.9722222222 32.0029783714
11.9884259259 32.0287746533
12.005787037 32.0761133451
12.0219907407 32.0195529528
12.0393518519 31.9751639436
12.0555555556 31.9502891876
12.0717592593 32.0411370296
12.0891203704 32.0880378445
12.1053240741 32.1006587608
12.1226851852 32.1336583581
12.1388888889 32.1528104134
12.1550925926 32.1718869769
12.1724537037 32.3036994054
12.1886574074 32.2360002698
12.2060185185 32.1938128844
12.2222222222 32.1690714945
12.2384259259 32.1622722663
12.255787037 32.1467363684
12.2719907407 32.1510516441
12.2893518519 32.1530330437
12.3055555556 32.1515002243
12.3217592593 32.1651880752
12.3391203704 32.1745783227
12.3553240741 32.1833970112
12.3726851852 32.2808090903
12.3888888889 32.2892318329
12.4050925926 32.2669143462
12.4224537037 32.2459727199
12.4386574074 32.115369771
12.4560185185 32.1041474104
12.4722222222 32.0987900146
12.4884259259 32.0921955564
12.505787037 32.0917615239
12.5219907407 32.094744671
12.5393518519 32.1142042671
12.5555555556 32.1135739896
12.9131944444 32.1889602171
13.28125 32.0252763866
13.6608796296 32.1241762608
14.0497685185 32.1959235769
14.4513888889 32.200489625
14.8634259259 32.1155742745
15.287037037 32.0689797257
15.7222222222 32.0136071263
16.1712962963 31.9629141669
16.630787037 31.9258846601
17.1064814815 31.8517545076
17.59375 31.8447752628
18.0949074074 31.8007323699
18.6122685185 31.7691873759
19.1423611111 31.7172414488
19.6875 31.6603468763
20.2476851852 31.6136901459
20.8252314815 31.5514203523
21.4189814815 31.5689926308
22.0300925926 31.5179303753
22.6585648148 31.4675914113
23.3055555556 31.4612796872
23.96875 31.3874467677
24.6516203704 31.3726467181
25.3541666667 31.4659025045
26.0810185185 31.4285674057
26.8217592593 31.375739639
27.587962963 31.3013289946
28.3738425926 31.2863162514
29.1805555556 31.2517986794
30.0138888889 31.2802886124
30.8703703704 31.2381100993
36.7268518519 31.1556010721
37.5833333333 31.1640470162
38.6539351852 31.1240793013
39.7581018519 31.1101150747
40.8935185185 31.124050984
42.1597222222 31.1397792322
43.2546296296 31.1342402788
44.4895833333 31.1529248599
45.7569444444 31.1374585697
47.0601851852 31.1429757822
48.4016203704 31.1309295145
49.7835648148 31.1155819022
51.2037037037 31.137069218
52.6631944444 31.1521483609
54.1967592593 31.2362908376
55.7534722222 31.2296573259
57.3171296296 31.2111186665
58.9976851852 31.2553368808
60.6805555556 31.2931085666
62.3657407407 31.3175693185
64.1655092593 31.3684059902
65.96875 31.4155593536
67.8865740741 31.4441400704
69.806712963 31.5136343241
71.84375 31.5387490288
73.8831018519 31.6150104563
75.9259259259 31.6680261126
78.0844907407 31.6703874189
80.3611111111 31.7805276007
82.6400462963 31.7891620546
85.0381944444 31.9110489553
87.4398148148 31.9661602106
89.8449074074 32.0376990748
92.4837962963 32.1108276483
95.1261574074 32.2180477988
97.7743055556 32.3071650607
100.541666667 32.377473986
103.429398148 32.5024686072
106.4375 32.6192186817
109.452546296 32.6998898134
112.587962963 32.8593266478
115.729166667 32.9975386429
119.108796296 33.0029909049
122.5 33.13788293
125.891203704 33.3570139173
129.525462963 33.3548515829
133.159722222 33.5506933047
137.048611111 33.7047317418
140.9375 33.7743798495
144.953703704 33.9663656464
149.097222222 34.1401520139
153.37962963 34.3580706514
157.650462963 34.4928347691
162.1875 34.6311769073
166.840277778 34.8887141957
171.50462963 35.2590742447
176.423611111 35.4016756236
181.469907407 35.5584415413
186.655092593 35.891138443
191.967592593 36.2710988688
197.407407407 36.402519032
203.113425926 36.8423912588
208.831018519 37.1667041633
214.803240741 37.4691729321
220.902777778 37.7092786728
227.280092593 38.2063127786
233.668981481 38.6098583076
240.3125 39.1464207807
247.222222222 39.3691574591
254.270833333 39.9874144277
261.493055556 40.4167373604
269.00462963 41.0631577623
276.678240741 41.7798522931
284.502314815 42.5078109488
