magnification abell383 abell1423 abell209 abell2261 abell611 clj1226 macs0329 macs0416 macs0429 macs0647 macs0717 macs0744 macs1115 macs1149 macs1206 macs1311 macs1423 macs1720 macs1931 macs2129 ms2137 rxj1347 rxj1532 rxj2129 rxj2248
0.0 91747.47545053 187062.2007754 202081.4708443 141034.94076229 186568.7597128 118262.84807222 125939.44717451 57413.3187459 165191.45315426 150898.77922692 181572.40481352 193327.45921778 140372.28675889 35269.83618322 164592.08413675 162411.67221164 65913.29448381 198139.58629485 154541.4754269 175563.43355838 164959.50919278 130657.75659591 59057.53998047 194742.28303417 92936.76767071
1.0 77645.3635105 135005.021859 168339.204497 137718.937298 159915.33732 108382.867315 117963.591244 58507.2903401 130952.27197 146865.330196 93559.0578559 150286.699989 133288.194469 35817.502244 145863.191284 128368.036104 67350.2374213 143920.60946 133978.483934 151448.185605 134357.739525 128908.287685 85754.5417666 161353.945337 100380.640972
2.0 5455.59571474 9572.72298387 10986.3888189 22076.5534641 14870.7283061 16621.2061849 21381.6060315 14722.4623125 11563.5942523 26093.5044194 42491.3351181 17119.5642472 15361.2819392 18870.5050313 16333.0484365 12758.2929511 12468.5954635 10387.500197 16915.4639168 19456.9958504 12549.0577359 26011.4371212 10917.5815497 10625.0857088 24221.3810215
3.0 1497.27096301 2681.29791367 2953.17462631 8297.51061489 4630.4347776 6205.738517 8570.44204201 6704.91890974 3545.45713673 10108.9369442 23757.0459988 5703.98424738 5207.26667155 11396.4193482 5411.17392603 4060.59115488 4957.73291439 2979.6766918 5776.14375866 6787.84192125 3868.08131326 10659.2541055 3957.89338233 2897.01993978 10739.4849416
4.0 659.008265428 1202.84303085 1291.15250178 4287.45245183 2195.95527559 3215.78733698 4617.88876696 3862.68756154 1671.08040196 5281.77761392 15039.0672469 2785.12226513 2583.53445679 7580.73963515 2636.96082577 1943.78365437 2638.92338653 1365.39251058 2836.62396847 3394.56740867 1813.6843827 5753.92234279 2067.41903558 1283.14656795 6072.2529055
5.0 365.763117679 678.769837266 715.671859933 2612.35915044 1281.37705482 1971.48243804 2899.88484636 2525.31370872 972.44752164 3230.47264329 10317.0910989 1646.98539901 1549.57389927 5386.60221521 1558.88322603 1139.05902334 1637.12991605 784.738404863 1676.42933584 2036.50772227 1047.13286252 3595.79816221 1293.31976146 719.296147453 3915.15140714
6.0 232.356075511 437.422245469 455.124609703 1759.32351015 844.014747387 1337.55743264 1998.55240524 1786.78638912 639.738351663 2176.78182746 7486.83321823 1090.93999998 1039.37939446 4013.66964136 1033.15035216 751.61863407 1115.72431848 513.788089722 1107.1312247 1361.81650296 683.154409733 2460.32706794 899.082195922 461.923007583 2740.72267059
7.0 161.056231116 306.991169473 316.160473804 1266.89879302 601.332700632 970.711464361 1465.83872325 1334.50628065 455.546079197 1565.90439831 5663.39986079 778.392029341 749.953405695 3099.56532557 737.92600741 535.76457644 810.131903315 365.609712364 786.926588941 978.152265861 482.578490992 1790.25731461 669.273936089 323.635390012 2029.76928411
8.0 118.584588212 228.506037778 233.424050782 956.971029408 452.444209181 738.997361594 1124.00849511 1036.69945811 342.680566464 1180.70827714 4423.29891273 585.128631857 569.45697405 2461.40973943 555.450053615 403.011670452 615.649661085 275.478721774 589.181661452 738.899855225 360.323975329 1361.90312997 522.474392321 240.748047436 1566.13704748
9.0 91.240588003 177.506282892 180.133253856 749.181517898 354.26173377 582.997011299 891.072759101 829.792195442 268.297860497 922.351804089 3543.64366016 457.095202889 448.932085124 1998.94147742 434.568156325 315.345320395 484.162594579 216.330632985 458.482068842 579.38452727 280.198797106 1071.43893268 422.308687082 187.031762092 1246.64776813
10.0 72.5800443464 142.405271543 143.727964089 602.995980306 285.908671295 472.751796309 724.895809773 679.96750291 216.525097882 740.681758259 2898.26173707 367.743524875 364.197951439 1653.51255768 350.188832085 254.268469719 391.054923507 175.249517427 367.530720994 467.509803302 224.737713391 865.356859565 350.48494742 150.128167142 1016.92349305
11.0 59.2569173932 117.146947363 117.698660555 496.177383826 236.274454834 391.818107256 601.988117457 567.852263817 178.929685386 608.075840015 2411.48789611 302.80170039 302.185604944 1388.98470843 288.835806243 209.906058338 322.670195157 145.437636957 301.633398416 385.878344607 184.682356716 713.80778975 296.955598543 123.604416795 846.065407978
12.0 49.3960484974 98.3162970159 98.4013899238 415.699946556 199.000595811 330.552763888 508.395700922 481.681291156 150.691689758 508.312215798 2035.76919621 254.040004628 255.320488748 1182.11915294 242.743303551 176.593399994 270.935830312 123.036873508 252.314604591 324.39095656 154.754564066 599.07294233 255.810511664 103.844820203 715.444778254
13.0 41.8808111175 83.8678101299 83.6674938229 353.521097309 170.231383358 282.992301181 435.394996847 413.964794597 128.89086006 431.359005368 1740.03650815 216.43938304 218.960626316 1017.43000838 207.177420283 150.889427133 230.830033173 105.722230442 214.407835236 276.85442784 131.765602951 510.093840568 223.377995243 88.6893124651 613.279624404
14.0 36.0125790726 72.5146065113 72.1403890117 304.455736549 147.515775151 245.284744604 377.298807686 359.745557789 111.671882191 370.742866865 1503.31469234 186.795433715 190.128579229 884.281166315 179.1167438 130.603777942 199.094859063 92.0225904853 184.61779586 239.296451354 113.695689541 439.677937958 197.272883574 76.7818142825 531.817797807
15.0 31.335949061 63.4134219977 62.935685508 265.038020619 129.233352147 214.849886538 330.267176623 315.633603859 97.808625406 322.135309561 1311.04103822 162.982806378 166.840743139 775.175354089 156.557665072 114.286942479 173.541044069 80.9687150816 160.76178924 209.072057132 99.2141339564 382.982405641 175.887136654 67.2352467325 465.78640844
16.0 27.543620136 55.9923923892 55.4564096207 232.879195619 114.276789129 189.905323183 291.629111936 279.245266143 86.4633721835 282.553125076 1152.85693403 143.545665939 147.732576206 684.707319682 138.127856613 100.947674651 152.652842387 71.8999071204 141.347088426 184.363427228 87.4146336749 336.649090142 158.10209392 59.4488794635 411.495969435
17.0 24.4220139882 49.8521747768 49.2874469442 206.288943 101.867673834 169.186777671 259.478632373 248.863742547 77.0472798701 249.886057117 1021.23650139 127.458878219 131.839286696 608.902260453 122.860988484 89.8888101073 135.353503089 64.3525111865 125.324449236 163.886853323 77.662140438 298.289562863 143.118366408 53.0036949959 366.301123465
18.0 21.8188556837 44.7067567909 44.1326433127 184.043506664 91.4452604817 151.776672268 232.425129361 223.226392252 69.1361539318 222.607185079 910.608889632 113.983132041 118.462333055 544.785713525 110.060111356 80.6079656916 120.860845021 57.9928841219 111.938610289 146.714234842 69.5006067528 266.167198453 130.3512913 47.5998717714 328.264370171
