magnification abell383 abell1423 abell209 abell2261 abell611 clj1226 macs0329 macs0416 macs0429 macs0647 macs0717 macs0744 macs1115 macs1149 macs1206 macs1311 macs1423 macs1720 macs1931 macs2129 ms2137 rxj1347 rxj1532 rxj2129 rxj2248
0.0 100046.39767083 203964.71276148 220379.90122052 153930.76087952 203552.09274219 129531.68140264 137609.90454149 62720.96081913 180278.28361427 164883.17274622 196890.81136524 211041.74902953 153260.58555132 38130.66542116 179745.49842591 177323.40694688 72105.74833085 216100.43348642 168659.49967194 191755.76185447 179963.36379582 142793.87829078 64544.10213846 212386.50705451 101537.39655459
1.0 84552.2002594 147318.063583 183409.753859 150311.494867 173856.8532 117843.362765 128570.236388 64139.642214 142972.235237 159761.9178 101478.855663 163055.598852 145149.961292 39240.087499 159093.62345 139962.965598 73241.2279942 156396.999992 145468.881124 166923.470931 146627.666007 140955.795429 92777.8939903 175732.778563 109145.405003
2.0 5934.57136542 10392.2937888 11943.662138 23984.9175899 16181.2053857 17998.3500211 23243.1840831 15991.4942779 12526.1197729 28344.9710589 46489.3762709 18602.8279174 16686.9321871 20411.7807255 17724.3582012 13824.8004161 13533.7026604 11291.2412902 18390.0408845 20910.7906614 13620.4906742 28217.0011896 11878.9921605 11555.1032934 26425.5321662
3.0 1627.86112956 2907.01855022 3206.60425071 8999.51364273 5033.78273165 6703.44374894 9306.41107794 7261.56412814 3832.48651141 10966.8402717 25995.5683283 6192.29661793 5647.73160369 12312.281709 5857.01591286 4390.46217424 5372.2315241 3237.5996828 6277.07327424 7262.46383483 4191.30928994 11534.3707586 4303.07021509 3146.7487571 11707.2478746
4.0 716.252414823 1303.6557669 1400.79919833 4646.42088008 2384.7330799 3467.30198096 5010.87053222 4178.35636998 1805.16936747 5724.06660659 16433.341387 3019.71795513 2798.95613958 8201.14819723 2849.68735829 2099.46629583 2855.90806637 1482.87306698 3080.65828294 3632.48036014 1963.93853809 6220.29857134 2243.76635111 1392.46653292 6610.24205363
5.0 397.446775368 735.668760819 775.968330944 2829.87927843 1390.22558657 2122.45983549 3144.89244519 2730.28712947 1050.32540429 3498.08021929 11255.1459805 1783.50815227 1677.38444022 5839.79253186 1682.82486463 1229.54445739 1770.01466054 851.872476061 1819.51443366 2182.59200462 1133.57366989 3885.85033805 1401.08484664 780.023047398 4256.15703944
6.0 252.443457576 474.16676356 493.227660915 1905.38931634 914.97839242 1438.10837425 2166.34300496 1931.44630991 691.018819223 2355.51160139 8154.77980814 1180.03747646 1124.37836552 4361.41689218 1114.43622038 811.014212622 1205.37457461 557.513268179 1200.95146191 1462.33601717 739.479233111 2658.59059672 972.377003031 500.642419273 2975.74758796
7.0 174.95905138 332.854566514 342.490983194 1371.933741 651.453742605 1042.47411258 1588.18891875 1442.51288068 492.140447066 1693.53193468 6160.00456922 841.110436427 810.861495373 3375.87403691 795.535235529 577.949353615 874.708071255 396.578033502 853.192584708 1052.43864053 522.363215218 1934.6664484 722.773296477 350.60824435 2201.44684535
8.0 128.809617151 247.819661319 252.77756732 1036.27278892 489.879722133 792.795702077 1217.3095802 1120.67562298 370.280491941 1276.34546689 4805.25189628 631.702016594 615.444056509 2686.77233794 598.560971546 434.658739515 664.412017414 298.713749038 638.523406122 796.520606427 390.045255274 1471.98540785 563.521065923 260.72030238 1697.01727708
9.0 99.1010504413 192.55907209 195.010679618 811.271733085 383.393442374 624.834525498 964.645781224 897.109908741 289.965834674 996.669559326 3845.55327388 493.077537139 485.014907875 2186.54389999 468.148025037 340.056058623 522.316663425 234.507001184 496.694900835 625.656566732 303.329951579 1158.27100706 454.986259326 202.48973564 1349.74746903
10.0 78.8286907995 154.520811533 155.558254086 652.996588447 309.298517777 506.223253548 784.43937849 735.233115499 234.058232765 800.093328594 3142.3282487 396.403488103 393.353894261 1812.27156615 377.158177707 274.158335923 421.748011611 189.923098259 398.036140712 505.646830647 243.30823624 935.692973425 377.248920124 162.498377748 1100.27005216
11.0 64.3558843973 127.144873567 127.357091095 537.352945585 255.520792047 419.206910625 651.186619241 614.098959688 193.454570881 656.662284791 2612.54192264 326.186717528 326.295509008 1525.17014545 311.024452155 226.300792407 347.915865432 157.576633162 326.579326021 417.950157869 199.958408768 772.003715773 319.373877517 133.763993787 914.872614308
12.0 53.6448035242 106.732230418 106.454222402 450.230556414 215.153027937 353.379010829 549.739650576 520.991760533 162.95222408 548.791824821 2204.05924239 273.497462644 275.632603768 1300.28091604 261.356810761 190.367341635 292.081825195 133.276582247 273.116828903 351.798345773 167.567951267 648.065960497 274.933055658 112.363248136 773.243403443
13.0 45.4820558172 91.0672732312 90.4975772652 382.918987649 184.008333263 302.307322306 470.630038458 447.818859061 139.399245718 465.611212106 1882.85059577 232.892247542 236.337157567 1120.95700316 223.043080144 162.643491735 248.812369376 114.497700275 232.037321036 300.583783452 142.686065518 551.938178482 239.935617285 95.9529098626 662.544357448
14.0 39.1085285767 78.7560850341 78.0161207252 329.803451225 159.426092912 261.839049533 407.685871002 389.225058101 120.793141801 400.108137797 1625.96455364 200.897264521 205.185071353 975.753473229 192.821698701 140.765240945 214.583905707 99.6423902507 199.762701008 260.065252381 123.127119145 475.854432863 211.79079014 83.0622692099 574.333847101
15.0 34.0294224454 68.8852298424 68.0510158512 287.131363422 139.647940165 229.193721642 356.74047694 341.548706515 105.810488477 347.595166028 1417.48146469 175.209486539 180.028996537 856.594367899 168.530563492 123.168389499 187.029563504 87.6582267177 173.923531617 227.416449555 107.45121832 414.586211221 188.753063581 72.7294795599 502.87355941
16.0 29.9108721208 60.8352247299 59.9551402121 252.316602359 123.472676294 202.451402091 314.895977724 302.215328377 93.5470571974 304.842626916 1246.08792436 154.252042919 159.392120963 757.650866646 148.689256025 108.783384867 164.511204863 77.8279016226 152.899759324 200.693276974 94.6777076846 364.508047963 169.60892877 64.3033148161 444.150740155
17.0 26.5208490607 54.1734471199 53.2785747084 223.529335921 110.05616368 180.250805778 280.084740289 269.370783671 83.3672156297 269.566532521 1103.57161584 136.915028891 142.230516272 674.631959122 132.255629883 96.8580608075 145.865510841 69.6480962609 135.552900219 178.52164306 84.1194460733 323.041411323 153.491769374 57.3296251872 395.289895869
18.0 23.693931879 48.5900277392 47.700379104 199.444886991 98.790491966 161.604326635 250.798391302 241.651451718 74.8130288357 240.114667546 983.858687974 122.398317192 127.788507639 604.32301195 118.478248253 86.8504431402 130.247667761 62.7566709855 121.063635459 159.907214365 75.282975248 288.311421803 139.768147359 51.4835104757 354.186124621
19.0 21.3095321344 43.8580696374 42.9864397896 179.08485373 89.2284187611 145.780906076 225.914922247 218.035822893 67.5474341067 215.267839609 882.381570202 110.112916411 115.507605066 544.277985616 106.803808829 78.3616370979 117.032003785 56.8873045046 108.829935051 144.115504639 67.8062393237 258.928134138 127.965565113 46.5273079601 319.269473908
20.0 19.2780060889 39.8081769524 38.9625886769 161.713674784 81.0346601183 132.229695407 204.585245494 197.746078655 61.3176133254 194.110429869 795.653923761 99.6171961411 104.96743079 492.609523647 96.8173025667 71.092517926 105.7470297 51.8403400566 98.4012319914 130.594038203 61.418526116 233.843265621 117.725213308 42.2837359169 289.349380431
21.0 17.5315479008 36.3116908972 35.4969773575 146.769567982 73.9536373569 120.52902627 186.156896675 180.181269669 55.9307403952 175.943946844 720.978801927 90.5745578744 95.8463857407 447.842918102 88.2022999677 64.8150281097 96.0319065572 47.4635280689 89.4347664267 118.920497416 55.9140002923 212.254018545 108.770256142 38.6182430638 263.509506997
22.0 16.0180699753 33.269384216 32.4882318164 133.817372642 67.7876074141 110.351521254 170.121580631 164.870987309 51.2375353833 160.228000141 656.244459727 82.7246780416 87.8948445011 408.812681147 80.7139722793 59.3527005759 87.6066225757 43.638993871 81.6659550652 108.767376007 51.1337953961 193.537093825 100.884053209 35.4271201686 241.035128181
23.0 14.6969997824 30.6036692736 29.8573152258 122.515695243 62.3815163298 101.439754006 156.078393941 151.442634841 47.1208728068 146.539186515 599.779035527 75.863560858 80.9165057849 374.588098181 74.1603776519 54.5671609024 80.2511549389 40.2742255593 74.8878595191 99.8773836364 46.9536367536 177.202525676 93.8948965799 32.6293156416 221.36202974
24.0 13.5363357931 28.253122029 27.5418268446 112.593602583 57.6123075706 93.5889582797 143.707578688 139.597911446 43.4877387729 134.541934478 550.245519147 69.8294409833 74.755173283 344.418848171 68.3892347186 50.3485943865 73.7906485563 37.2957199234 68.9366923266 92.0460124061 43.2751222542 162.860810136 87.6651161778 30.1606894372 204.039926771
25.0 12.5105485304 26.1685652711 25.4919361075 103.833815303 53.3812442075 86.6345414014 132.751489607 129.095654525 40.2634538361 123.967490806 506.564759569 64.492650754 69.285226782 317.694745362 63.2784149151 46.6088972902 68.0847034671 34.6444234377 63.6814116138 85.1089717739 40.019473227 150.199123257 82.083173431 27.9699068004 188.705865866
