magnification abell383 abell1423 abell209 abell2261 abell611 clj1226 macs0329 macs0416 macs0429 macs0647 macs0717 macs0744 macs1115 macs1149 macs1206 macs1311 macs1423 macs1720 macs1931 macs2129 ms2137 rxj1347 rxj1532 rxj2129 rxj2248
0.0 167062.56459588 340276.03613569 368325.58987204 259426.73090301 341750.49374793 226464.91800582 234676.97673073 106805.70175442 303534.62376097 281477.39069287 311637.14326838 356608.80213327 259225.93277186 59392.03039178 304736.38090806 299929.25343468 124462.34978057 361562.77424762 284044.9744814 325778.85540211 301937.22116045 244090.84653505 110305.85767513 355145.31885709 173012.70195374
1.0 138335.067821 251368.623611 306436.453532 249941.957575 285230.707695 193077.534936 211560.75738 110355.345781 238258.612595 264445.97626 178008.551459 274396.496421 238109.55935 62998.3528705 273765.453358 236426.024429 126592.321984 251968.163473 255595.290778 281693.534072 241919.047491 232519.781981 151164.746779 290037.989203 183719.532607
2.0 9673.54862641 16391.5930982 19242.5525464 38852.2373204 26059.9391584 27197.468631 37959.4652184 26031.1207053 19635.2036056 44391.5965423 75498.5406054 28608.5589141 26597.132139 34763.677781 27388.7339514 21404.1918929 20666.0012989 18399.5390634 28384.5943359 32026.8978515 21788.3697727 45265.6558717 18916.9973929 18609.9438873 42956.201862
3.0 2641.63847921 4503.43625508 5085.34117123 14379.2483306 8018.67752983 9798.10725401 14960.8133695 11536.5634541 5891.78597328 16888.4830682 41246.3074582 9224.6158383 8869.48848174 21223.7730576 8735.54590865 6611.60794959 7904.07039456 5276.27046775 9377.56157456 10834.5483849 6621.30400346 18272.9066821 6724.34136257 5012.2999661 18778.1467867
4.0 1158.09145232 2013.15027249 2201.12440865 7360.64748115 3770.60526185 4974.14424103 7938.79114487 6547.40007931 2753.38540491 8757.11553551 25847.7405519 4432.15856554 4354.1136212 14154.7986904 4186.37005189 3125.126442 4145.66230887 2410.64746975 4565.28030597 5376.55286495 3081.62145618 9782.78674005 3455.44625144 2203.69180113 10526.899554
5.0 640.777559907 1138.19510947 1211.74933278 4457.04718229 2186.16805665 3007.92046925 4920.10890884 4240.99303995 1596.87831169 5337.67387566 17648.5967025 2597.63294498 2591.8671281 10057.4615456 2455.19233369 1820.61138257 2558.71895937 1380.41034645 2698.347261 3227.14492672 1771.25210738 6082.347876 2132.91990459 1229.18787744 6747.15049016
6.0 406.071447297 736.422222456 766.716290423 2988.68958694 1432.81114877 2020.33978678 3352.72829329 2982.38498004 1049.52536551 3591.318609 12780.7287225 1711.62199123 1728.5828232 7486.72043249 1621.19389612 1198.11501428 1742.73722653 900.359235379 1788.77632268 2166.30625741 1152.226387 4147.55948222 1466.51118115 786.546699841 4702.14116682
7.0 280.921175317 519.296281437 530.512991565 2145.54459141 1016.77006113 1454.80267199 2435.1185566 2218.12382355 747.557237668 2582.22200324 9661.98238261 1217.4173934 1241.64739475 5774.39049485 1156.35237775 853.124068688 1267.57741273 638.306516723 1278.26784636 1564.15142986 812.316629865 3010.88298995 1081.69625494 549.598101191 3470.03503099
8.0 206.520117591 388.445143965 390.424467456 1617.07614758 762.546891632 1100.4919158 1851.38229793 1718.06514681 562.872410882 1947.1342533 7547.9475149 913.454640533 939.396598198 4579.74612622 870.374722384 641.614554722 966.130583205 479.229727519 962.800670274 1188.3511197 605.675218498 2286.65438162 837.938140493 407.993497633 2669.56868914
9.0 158.702107912 303.215119875 300.477988387 1263.94315681 595.482043516 863.52236355 1456.72824232 1372.31861492 441.265700737 1521.61271144 6051.21573033 712.847870639 738.364323769 3714.98427257 681.469819608 502.192252606 762.547032736 375.053231965 753.828830814 937.220918624 470.50974579 1796.80913297 672.865744648 316.445416269 2119.67464753
