days "AB magnitudes"
1.78472222222 34.7773661918
1.80138888889 34.7596402157
1.81805555556 34.880791695
1.83472222222 34.8899228727
1.85138888889 34.8929414963
1.86805555556 34.7806743108
1.88472222222 34.7778933948
1.90138888889 34.7342347345
1.91805555556 34.7247338856
1.93483796296 34.7156814032
1.95150462963 34.7067013906
1.96805555556 34.6979290907
1.98472222222 34.6811008609
2.00138888889 34.6554888378
2.0181712963 34.6286538497
2.03483796296 34.6068758103
2.05150462963 34.5873418715
2.0681712963 34.5585139711
2.08472222222 34.521878506
2.10162037037 34.5050472407
2.11805555556 34.4954891104
2.13483796296 34.4660447316
2.15150462963 34.4351439573
2.1681712963 34.4332607659
2.18483796296 34.4039558001
2.20138888889 34.374291453
2.2181712963 34.3684789773
2.23483796296 34.3420173609
2.25150462963 34.340798604
2.26828703704 34.313013435
2.28483796296 34.3071640543
2.30150462963 34.2795405393
2.3181712963 34.2692433759
2.33483796296 34.241030861
2.35150462963 34.235734718
2.36805555556 34.199328697
2.38483796296 34.1951812065
2.40162037037 34.1521320838
2.4181712963 34.1522112461
2.4349537037 34.1630823235
2.45162037037 34.100084155
2.46805555556 34.0977084548
2.48472222222 34.0514744277
2.50138888889 34.0524568657
2.5181712963 34.0651364239
2.53472222222 34.0053345541
2.55150462963 34.005686763
2.5681712963 34.0139450342
2.58472222222 33.9614908357
2.60138888889 33.9576563853
2.61805555556 33.9794665091
2.71400462963 33.8893582837
2.81319444444 33.8467717732
2.9162037037 33.8147206915
3.02291666667 33.7721843155
3.13368055556 33.710210086
3.24849537037 33.7083529464
3.36724537037 33.6632800251
3.490625 33.6216316935
3.61828703704 33.6411930628
3.75081018519 33.5519907146
3.88842592593 33.5928096205
4.03043981481 33.5189765071
4.17858796296 33.5347193492
4.33078703704 33.4852054724
4.48958333333 33.4191567667
4.65393518519 33.373648635
4.82488425926 33.3614989969
5.00092592593 33.3391246374
5.18402777778 33.293681344
5.37349537037 33.2432719703
5.57002314815 33.2000824988
5.77395833333 33.1383493794
5.98576388889 33.094600242
6.20474537037 33.0547485763
6.43171296296 33.0230771768
6.66724537037 32.9832642604
6.91145833333 32.9486391653
7.16435185185 32.9108509702
7.42615740741 32.8731296813
7.69803240741 32.8372715764
7.98009259259 32.7934427424
8.271875 32.7628888486
8.57453703704 32.7332186595
8.88888888889 32.7208688487
9.21435185185 32.7125075361
9.55150462963 32.7099514707
9.90115740741 32.7544367128
10.2641203704 32.9051349519
10.6398148148 32.8845011767
11.0291666667 32.8553644148
11.4320601852 32.8440823339
11.8506944444 32.8234438465
12.2847222222 32.8140978205
12.7337962963 32.7990095466
13.2002314815 32.7989943187
13.6956018519 32.7863836215
14.1944444444 32.7806166006
14.7071759259 32.781392118
15.2465277778 32.7919817875
15.7997685185 32.8002852224
16.380787037 32.8050633599
16.9884259259 32.7999732966
17.6111111111 32.8197382326
18.2476851852 32.8175735629
18.912037037 32.8152585711
19.6041666667 32.8448172465
20.3240740741 32.8572407942
21.0729166667 32.8672959703
21.8356481481 32.8732405472
22.6400462963 32.8809807881
23.4907407407 32.9102675969
24.3587962963 32.9174928477
25.2314814815 32.929622967
26.1435185185 32.933815998
27.0949074074 32.9466639197
28.087962963 32.9715302784
29.1203703704 32.9773804723
30.1944444444 33.0102632427
31.3090277778 33.0610725761
32.4259259259 33.0895198598
33.6226851852 33.1358688103
34.8611111111 33.2199177321
36.1412037037 33.2651473757
37.4641203704 33.2960324813
38.8287037037 33.3343797597
40.2361111111 33.3797375284
41.724537037 33.4161776712
43.2569444444 33.4584150251
44.8333333333 33.5050828402
46.4930555556 33.5786805231
48.15625 33.6343646118
49.943287037 33.7071389514
51.775462963 33.7812325022
53.6539351852 33.8680288718
56.0300925926 34.0160520964
57.9560185185 34.1729826483
59.8009259259 34.3942361288
62.212962963 34.7435883426
64.6481481481 35.2598978063
66.630787037 35.7306652682
69.125 36.5441449628
71.8425925926 37.8285550273
74.2696759259 39.9871678186
76.8587962963 41.5223487395
80.1030092593 42.5929527147
82.8055555556 44.2114362641
86.1377314815 45.5548021341
89.0763888889 47.4958394364
92.3136574074 49.8871622596
95.568287037 53.4015575176
98.8368055556 56.7743471065
102.972222222 61.2768356035
106.990740741 73.1127667673
110.247685185 80.479928237
114.748842593 88.3608142097
119.305555556 98.4989346579
122.708333333 111.812753162
127.24537037 123.650521642
131.990740741 125.500799165
136.967592593 127.665982065
142.060185185 129.723523594
147.986111111 131.269220237
153.090277778 132.973723064
158.217592593 134.700577763
165.081018519 136.904174355
170.243055556 138.462783011
177.037037037 141.052709762
182.268518519 142.909223499
189.722222222 145.388018201
197.743055556 147.728266551
204.143518519 149.567803846
210.555555556 151.595481773
219.155092593 154.358325443
227.800925926 157.1529609
234.293981481 159.275007343
243.009259259 162.058480482
251.747685185 164.70546165
262.731481481 167.844429498
271.550925926 170.321732529
280.555555556 172.786619059
291.145833333 174.856310458
302.511574074 176.844835462
313.923611111 179.054137472
325.381944444 181.375469537
336.863425926 183.73333387
348.391203704 186.102085984
362.858796296 189.15087899
374.467592593 191.555278178
389.027777778 194.589291517
403.657407407 197.478747466
418.333333333 200.481649819
433.055555556 203.438626878
447.835648148 206.413936482
465.648148148 209.957271885
483.530092593 213.664636016
498.483796296 216.729071628
519.502314815 221.079867848
537.592592593 224.820933338
555.752314815 228.594438426
577.025462963 233.005156858
598.391203704 237.430899308
619.837962963 241.841667765
641.377314815 246.276765655
666.099537037 251.337792132
690.925925926 256.51021001
715.856481481 261.598358535
740.891203704 266.647094816
769.189814815 272.212510006
797.615740741 278.052573293
826.793981481 281.470873177
857.037037037 285.295024129
888.402777778 289.292605186
920.902777778 293.473207747
954.606481481 297.847713181
989.537037037 302.419755791
1025.74074074 307.170315898
1063.28703704 312.033052219
1102.19907407 316.833698076
1142.5462963 321.400883532
1184.375 325.804852753
1227.77777778 330.225868538
1272.68518519 334.768177095
1319.21296296 339.464221535
1367.59259259 344.334204172
1417.59259259 349.380620829
1469.56018519 354.594777245
1523.37962963 359.982441811
1579.16666667 365.509968772
1636.9212963 370.859265847
1696.875 375.6390167
1759.02777778 380.173686806
1823.49537037 384.839227438
1890.27777778 389.75728706
1959.49074074 394.97643111
