magnification abell383 abell1423 abell209 abell2261 abell611 clj1226 macs0329 macs0416 macs0429 macs0647 macs0717 macs0744 macs1115 macs1149 macs1206 macs1311 macs1423 macs1720 macs1931 macs2129 ms2137 rxj1347 rxj1532 rxj2129 rxj2248
1.0 115546.875973 205302.046158 252927.511152 206704.202956 237648.982883 162411.746966 173303.84979 90095.5219244 197495.917344 219850.895994 143450.975276 224597.651159 196597.359815 53458.9621165 223220.154773 194483.398559 103154.95437 215851.801239 204206.614111 226557.364937 201167.413846 197375.217592 125581.146399 239653.448886 154344.38807
2.0 8132.00924784 14009.3140205 16248.9068575 32753.8073153 22025.8669601 23720.1250394 32078.9511555 21838.7937961 16819.7752267 38161.6540931 63306.6953941 25019.6665972 22767.6501876 28096.6814815 23608.6239854 18486.2872455 17898.3611593 15314.2154578 24555.4270107 28065.4338349 18468.7247907 38027.3923372 16111.3502523 15788.5533425 35885.9202823
3.0 2226.90155348 3888.93290152 4334.0765285 12220.104205 6822.786839 8716.74365407 12833.7319453 9796.22461167 5101.33127824 14650.4568908 35026.8498591 8238.42328816 7678.35273189 16996.9079346 7683.59069358 5798.12362756 6990.52639158 4369.05803433 8285.43485346 9698.20571897 5655.18582399 15366.373817 5796.27916876 4284.81261962 15699.0728449
4.0 977.798742255 1741.56243982 1885.59448459 6282.89243279 3221.02424846 4483.20242571 6872.40604716 5598.48453599 2394.65176073 7618.18300597 22064.7871659 3991.32770328 3786.65391353 11338.1275375 3717.76439858 2757.85942786 3700.06994109 1997.49375095 4057.37874017 4837.23116951 2642.49869556 8251.57545981 3000.95764447 1889.03135991 8819.89524782
5.0 541.547312323 983.523348524 1041.48972775 3814.67777871 1872.45817791 2736.4190032 4285.65346314 3642.72359663 1391.50165344 4646.07657166 15099.2415964 2346.75881536 2258.54620116 8082.46941907 2191.37424894 1611.11996636 2293.04607485 1146.83222304 2398.70774985 2901.61848699 1522.48798263 5147.46233718 1862.16212122 1054.68102236 5667.53789783
6.0 343.407332927 634.916343419 660.537093285 2562.43026696 1229.50120089 1850.91274004 2933.49920103 2569.68627707 915.187508732 3124.76147691 10943.5214486 1547.4969289 1507.47307208 6042.59982273 1450.89443761 1061.49177419 1564.22035278 750.508581345 1586.66488912 1942.09956355 991.928705274 3521.33760395 1285.43733483 675.002138143 3960.14742912
7.0 237.672911409 446.53228503 457.858033373 1841.71036504 873.697484759 1340.09457922 2137.83557011 1915.51508615 651.906251354 2244.92711678 8273.84348255 1100.12083915 1083.03219135 4682.09357648 1036.29344292 756.112626487 1137.9061993 533.965155079 1130.12780862 1396.87208911 700.033876062 2563.86474127 951.107260808 471.572562261 2930.02600419
8.0 174.777637731 333.102108853 337.431280423 1389.19924433 655.930850665 1018.13563061 1629.62416905 1486.18312415 490.700572533 1691.11916539 6461.55306354 824.449586765 819.295169486 3730.4540615 780.439294332 568.617862724 866.710108916 402.322573907 848.037547955 1056.84918221 522.331332852 1952.41317345 738.658315228 349.951987487 2259.75838922
9.0 134.336102828 259.318273601 259.996177834 1086.42652176 512.636587532 801.716174197 1284.9002025 1188.62380867 384.48749209 1320.16646115 5177.52418344 642.364839692 643.783589879 3039.39551121 611.077557378 444.92990019 683.266867099 315.959830586 661.387772726 830.028616492 405.970854251 1537.9135475 594.40899158 271.317285865 1798.57459951
10.0 106.769213822 208.471372932 207.17447644 873.776506643 413.070957005 648.95593648 1040.07425274 973.554282577 310.555263802 1059.58866706 4236.14335143 515.620319786 520.779980256 2522.1460004 492.885193708 358.809263458 553.23146646 255.986542049 531.32131038 670.821817498 325.484809016 1243.77806139 491.447557931 217.40881673 1467.30407362
11.0 87.1078364758 171.83120866 169.456239123 718.612321526 340.898942918 536.919948392 859.777175218 812.842554562 256.853804637 869.538746094 3526.40580333 423.711236551 431.023300105 2125.20281615 406.935695588 296.276334071 457.591078243 212.46744498 436.937189035 554.540529648 267.388026649 1027.37250498 415.037367925 178.737954466 1221.08526189
12.0 72.5696887707 144.475013399 141.525159197 601.851420127 286.786451189 452.181271359 723.050254023 689.454072441 216.501727531 726.649747368 2978.69333382 354.8419721 363.374625704 1814.1321861 342.34106371 249.324327374 385.121196021 179.766583133 366.182708327 466.859877538 223.999732872 863.424730166 356.536540171 149.979910343 1032.9296945
13.0 61.4993636089 123.453568216 120.22109236 511.730837337 245.081499647 386.447459822 616.825060273 592.570668516 185.332389223 616.488443685 2547.59174703 301.83407273 311.022127254 1565.96601235 292.472135036 213.095150473 328.843761062 154.488892811 311.709736831 398.996730808 190.683223226 736.176817623 310.592233642 127.958337912 885.797098039
14.0 52.8619694014 106.91074794 103.569359986 440.678009232 212.195996022 334.367710077 532.604586325 515.046609389 160.699677551 529.750707358 2202.47818111 260.11328738 269.605575674 1364.91265176 253.101398891 184.499205363 284.232517186 134.486797 268.829608714 345.317283065 164.503427524 635.385488225 273.737220749 110.681959063 768.490597088
15.0 45.9834166489 93.629662071 90.2838664362 383.637920939 185.760798982 292.360778305 464.667120666 452.003598129 140.855261286 460.220437873 1922.11117784 226.651014192 236.225897221 1199.82840143 221.427006418 161.493269512 248.245455426 118.345672995 234.434867873 302.069414424 143.527689341 554.155863205 243.640473688 96.8499230879 673.402392839
16.0 40.4091636937 82.7845768474 79.4972472866 337.130666635 164.1588693 257.954383215 409.043401601 400.016393109 124.604777464 403.616545741 1691.39201305 199.376038356 208.892598552 1062.66982173 195.530549377 142.680785801 218.775570346 105.101366598 206.39881026 266.673500446 126.440332861 487.707263351 218.684741963 85.5824120834 595.213777853
17.0 35.8235130236 73.7984831661 70.6068559641 298.696472203 146.254765683 229.395860726 362.908504318 356.621043975 111.108700776 356.912538489 1499.35671891 176.832068454 186.200899539 947.51512012 174.061403163 127.079883439 194.325198115 94.0773368692 183.225335394 237.307061016 112.319831511 432.639268093 197.717352033 76.2664826048 530.113830465
18.0 32.0015274107 66.2578255458 63.1830689589 266.556262276 131.231424196 205.413747597 324.206713908 320.00731953 99.7622049937 317.919691355 1337.89261923 157.970297902 167.135491477 849.927538427 156.04548551 113.983196879 173.805586588 84.7867819341 163.836566056 212.651801988 100.504640263 386.478945617 179.897368821 68.4640572387 475.312869486
