magnification abell383 abell1423 abell209 abell2261 abell611 clj1226 macs0329 macs0416 macs0429 macs0647 macs0717 macs0744 macs1115 macs1149 macs1206 macs1311 macs1423 macs1720 macs1931 macs2129 ms2137 rxj1347 rxj1532 rxj2129 rxj2248
1.0 142663.791942 259266.260304 315956.573815 257713.75809 294240.876934 198974.566366 218143.119783 113789.142462 245716.243244 272876.897526 183547.432869 283011.851035 245602.872388 64958.5980538 282363.77823 243771.856734 130498.329523 259675.125047 263590.894791 290765.288429 249499.835041 239830.533058 155789.61642 299081.501606 189447.306698
2.0 9971.1070632 16895.3462509 19839.5222477 40060.7022855 26852.2117407 28032.7837461 39142.4157099 26841.1002787 20235.8520205 45742.3751922 77847.7393356 29490.5119543 27413.8471389 35845.3779973 28227.7948814 22072.5376961 21307.4639925 18976.7574677 29257.6713773 32984.6546162 22456.5458582 46648.1720207 19503.8821975 19180.0952884 44293.7353631
3.0 2722.64230467 4641.03456874 5242.67670462 14826.4064762 8259.91913829 10097.5643877 15427.4790663 11895.5330447 6070.59410846 17396.9647426 42529.7199895 9507.74987087 9140.28261946 21884.168084 9001.04063441 6818.31214325 8148.87542985 5442.19525838 9663.6839588 11151.7713188 6822.8383355 18828.1426926 6932.67362256 5165.08019262 19362.6973361
4.0 1193.60724702 2074.56194755 2269.05693359 7589.48446752 3883.67433422 5125.32409697 8186.57445394 6751.12777828 2836.66117422 9020.32857264 26652.014102 4568.07855096 4486.89474423 14595.2368081 4313.20570914 3222.8618106 4273.66061657 2486.29709669 4703.92986526 5532.95012982 3175.10083818 10080.1129302 3562.08500016 2270.74213398 10854.6023971
5.0 660.450281916 1172.9140366 1249.06837476 4595.57956314 2251.68248898 3098.89208774 5073.74088127 4372.95500086 1645.10265484 5498.31282686 18197.7471977 2677.32426495 2670.93782124 10370.4076728 2529.48972872 1877.54965705 2637.48506971 1423.59142492 2780.06413297 3320.92925331 1824.89319888 6267.54281014 2198.46664079 1266.56699092 6957.21643909
6.0 418.555943546 758.898837605 790.287182662 3081.56319716 1475.76822537 2081.19215155 3457.45200691 3075.1843236 1081.20264263 3699.65408513 13178.4115312 1764.17786772 1781.36734859 7719.67585113 1670.24064813 1235.58066547 1796.244528 928.430026984 1842.8508093 2229.35374064 1187.09284022 4274.12838056 1511.39910507 810.46516372 4848.5629462
7.0 289.570594428 535.159602193 546.797530948 2212.20526693 1047.28147355 1498.47351208 2511.19895049 2287.14255726 770.11990918 2660.32628384 9962.62285278 1254.83855732 1279.60612271 5954.06536949 1191.34384559 879.797130719 1306.40888049 658.144588259 1316.86702226 1609.79087348 836.889272516 3102.97371645 1114.6860673 566.31529122 3578.11044061
8.0 212.887737632 400.322803789 402.393199055 1667.30982146 785.454435315 1133.43654726 1909.23589401 1771.52414653 579.865893941 2006.18871654 7782.8080642 941.564243716 968.148872918 4722.24866598 896.725216348 661.670992625 995.671374235 494.081101532 991.855350613 1223.13109817 623.995900324 2356.74398714 863.411503767 420.408093248 2752.7297867
9.0 163.601822406 312.495930635 309.678931138 1303.20171483 613.391068588 889.316140195 1502.25599128 1415.01942903 454.594191163 1567.8814852 6239.50424818 734.808877534 760.989145498 3830.57904123 702.11421578 517.887513762 785.825792432 386.646320058 776.570458504 964.739370311 484.743437756 1851.99211466 693.262520057 326.078412363 2185.71887025
10.0 130.017236794 251.873412494 246.512099268 1047.73387687 493.962511343 717.755332811 1213.99974997 1157.84380507 367.421460325 1259.80424974 5108.33065959 590.909231806 615.83357053 3165.47677316 566.494725771 417.809287905 637.202394387 312.189690722 626.28794803 782.935282623 388.503433068 1494.56845537 572.09624973 261.402787814 1779.08249643
11.0 106.070042326 208.111569023 201.453124174 861.476159478 407.46877155 592.405046873 1002.20420632 965.972495785 304.106058341 1034.94179762 4255.46586717 486.524118924 509.909700931 2656.87350765 467.964551708 345.145724417 527.924126411 258.274505012 516.99967515 649.78118598 319.080286164 1232.1270564 482.357313684 214.99714818 1477.32644612
12.0 88.3664093359 175.377784114 168.115469806 721.406325304 342.666316164 497.907568713 841.903131109 818.854313077 256.524345455 865.737558175 3597.14114446 408.25406097 430.062273969 2259.70055135 393.95761254 290.579764506 445.112752909 217.848938634 434.876233985 549.079324426 267.259762515 1033.67963981 413.774106566 180.476134203 1247.08988214
13.0 74.8877926212 150.176730152 142.70710326 613.349518818 292.753922648 424.81518215 717.57115134 703.465587833 219.761713971 735.17378079 3078.78299359 347.95651055 368.252650839 1943.93463238 336.839418385 248.46417212 380.77969603 186.667687576 371.489840265 470.898893584 227.484612303 879.930093894 359.99698045 154.031907362 1067.32580712
14.0 64.3726646326 130.307492714 122.860803683 528.189550014 253.417771083 367.053082314 619.137614187 611.219582728 190.699042653 632.279979165 2663.62504208 300.448131179 319.338124851 1688.96892303 291.749743094 215.210151333 329.751884884 162.047387627 321.462567844 408.867104871 196.239803177 758.352104536 316.920337557 133.277711028 924.216193336
15.0 55.9995275056 114.326206438 107.036126052 459.846132894 221.811778931 320.56840263 539.835345409 536.263614859 167.276451118 549.725392806 2326.17909697 262.299319505 279.900614182 1480.29091208 255.471895069 188.445583863 288.55697276 142.221999108 281.228616271 358.736202539 171.212329447 660.525331391 281.788384436 116.654450175 808.380411509
16.0 49.2145660088 101.252383666 94.1949485141 404.13661963 195.994733661 282.571392062 474.978604283 474.49405064 148.087222631 482.459728573 2048.33403499 231.165530907 247.593815078 1307.44837616 225.80592277 166.549671667 254.792125347 125.988966196 248.345880719 317.58260211 150.828486116 580.619064836 252.691948371 103.10764101 713.266128138
17.0 43.6332083645 90.4003036667 83.6164645257 358.106376769 174.604422355 251.089572745 421.238153588 422.962595034 132.142797867 426.911326461 1816.94065005 205.398571943 220.762038135 1162.76364229 201.204409085 148.38312609 226.750541601 112.505285131 221.094815605 283.33812001 133.986560067 514.491342078 228.272100829 91.9026087824 634.182686916
18.0 38.9814906795 81.27805402 74.7871238154 319.619593297 156.661149514 224.695510849 376.19496855 379.505560256 118.731084599 380.49604132 1622.26965828 183.811422282 198.208673357 1040.49780925 180.552171079 133.125255064 203.191992955 101.164990583 198.235233515 254.504541779 119.895991928 459.133718048 207.538646259 82.5142157608 567.699479457
19.0 35.0598435499 73.5248537958 67.3327259925 287.100865404 141.445043601 202.334968647 338.056508778 342.505158108 107.327958557 341.306482146 1457.00022066 165.530947533 179.050651065 936.293866704 163.028303175 120.17209143 183.197174701 91.5228750123 178.853713435 229.973799353 107.977139476 412.318005802 189.755148694 74.5586263344 511.259775067
20.0 31.7200104643 66.8708985275 60.9751697971 259.367234843 128.417064304 183.215222112 305.471192518 310.731611335 97.540260229 307.909692959 1315.54041475 149.902836068 162.624186667 846.797391145 148.017133217 109.070717702 166.072583789 83.2454919584 162.264952175 208.911264023 97.7968653848 372.365166778 174.363931854 67.7497270618 462.926062803
21.0 28.8499228843 61.110913115 55.5041263144 235.516211962 117.166760325 166.730595076 277.404034235 283.236209541 89.0680720925 279.212080955 1193.56089092 136.428594837 148.422113489 769.393050126 135.049199715 99.4757748976 151.286813809 76.0788115345 147.946287355 190.677994502 89.0260152785 337.990346173 160.935872111 61.8705089791 421.208060332
22.0 26.3635429801 56.0863016194 50.7580223975 214.849419042 107.376886057 152.411664961 253.05142049 259.277322578 81.679149783 254.367201967 1087.66866143 124.722799618 136.051235256 702.018275273 123.761194805 91.119969081 138.426926948 69.8263450871 135.493210417 174.777721623 81.4106682159 308.196664407 149.136007942 56.7538071564 384.944057286
23.0 24.193891501 51.6728337681 46.61098993 196.819461205 98.7989219138 139.889902932 231.781541186 238.268234702 75.1912170113 232.71153285 995.174948285 114.483473206 125.202692564 643.029365903 113.868200192 83.7936415709 127.167972565 64.3340273408 124.588503569 160.819943099 74.7522800315 282.200982445 138.699495264 52.269050499 353.217478171
24.0 22.2881670545 47.7719829971 42.9637305728 180.992281332 91.2358119635 128.872603905 213.092005524 219.739729689 69.4594683621 213.718923839 913.927367457 105.471169538 115.63098356 591.103849415 105.144076137 77.3303453476 117.251304499 59.4795641283 114.98042322 148.493750333 68.8937037382 259.38108998 129.414483679 48.3129651902 325.297193493
