days "AB magnitudes"
18.2569444444 31.2135610589
18.2760416667 31.301378551
18.2938657407 31.0380984409
18.3116898148 31.0643380905
18.330787037 31.2317799487
18.3486111111 31.0126045639
18.3664351852 31.0373729472
18.3855324074 31.0031435465
18.4033564815 30.9732828294
18.4224537037 30.9506121247
18.4402777778 30.9576681899
18.4581018519 30.9814525309
18.4771990741 31.0210782337
18.4950231481 31.0944210667
18.5141203704 31.1939781457
18.5319444444 31.2990931867
18.5497685185 31.3746504177
18.5688657407 31.4889339686
18.5866898148 31.5557662877
18.605787037 31.6365172647
18.6236111111 31.6601113386
18.6414351852 31.6877701401
18.6605324074 31.7061221978
18.6783564815 31.6143494144
18.6974537037 31.6371433016
18.7152777778 31.6490281299
18.7331018519 31.7399912753
18.7521990741 31.8558146789
18.7700231481 32.0039805493
18.7891203704 32.0949340978
18.8069444444 32.1655619202
18.8247685185 32.2596420338
18.8438657407 32.3098617007
18.8616898148 32.3733343684
18.880787037 32.5271719139
18.8986111111 32.5785252236
18.9164351852 32.5946338337
18.9355324074 32.5654981902
18.9533564815 32.5333776443
18.9724537037 32.4559264012
18.9902777778 32.4501683176
19.0081018519 32.4450708203
19.0271990741 32.4218414678
19.0450231481 32.3999816154
19.0641203704 32.3519856217
19.0819444444 32.3333620655
19.0997685185 32.321129231
19.1188657407 32.3261626565
19.1366898148 32.3353336119
19.155787037 32.3606387729
19.1736111111 32.3531203748
19.687962963 32.5444246745
20.2163194444 32.2544190504
20.7586805556 32.292929998
21.3150462963 32.4415697271
21.8866898148 32.3898640896
22.4736111111 32.3860603311
23.0770833333 32.3566941953
23.6971064815 32.3115372234
24.3311342593 32.2599247179
24.9842592593 32.2258023486
25.6564814815 32.1666731051
26.3439814815 32.1801309454
27.0493055556 32.1424039129
27.775 32.1185897447
28.5210648148 32.0929202647
29.2862268519 32.0623571666
30.0704861111 32.0959840151
30.877662037 32.0901308257
31.7064814815 32.2546014153
32.5556712963 32.2463153334
33.4315972222 32.220553948
34.3278935185 32.1991906639
35.2496527778 32.2435287961
36.1956018519 32.3256112792
37.1631944444 32.3402101578
38.1626157407 32.3388084714
39.1849537037 32.4347863368
40.2378472222 32.4520115987
41.3162037037 32.4644193553
42.4225694444 32.4775007627
43.5633101852 32.5978285496
44.7295138889 32.5965887699
45.9300925926 32.534639142
47.1637731481 32.5548001559
48.4292824074 32.6175177011
49.7278935185 32.5818110724
51.0608796296 32.6291323181
52.430787037 32.6179400366
53.8376157407 32.582252771
55.2800925926 32.623634504
56.7633101852 32.5641816455
58.2872685185 32.5777158284
59.8506944444 32.6305506805
61.4548611111 32.6197822527
63.103587963 32.7031443577
64.8019675926 32.6441439342
66.5385416667 32.6878085086
68.3260416667 32.7007944178
70.2293981481 32.7577694527
72.0792824074 32.8302000948
74.0131944444 32.8719958982
75.9509259259 32.9185332564
78.0541666667 32.9384691268
80.0810185185 32.9616468782
82.2746527778 32.9965326404
84.4721064815 33.0110670938
86.7561342593 33.0327321703
89.0439814815 33.0936767996
91.4196759259 33.104314787
93.8806712963 33.2162058355
96.430787037 33.2790377729
98.9847222222 33.31854881
101.627777778 33.3679105428
104.358680556 33.4822520825
107.177430556 33.5471820975
110.086574074 33.608672034
113.000810185 33.6929663638
116.004166667 33.7095846625
119.181944444 33.7688644551
122.366087963 33.7747541438
125.640625 33.8629173828
129.008101852 33.9489895416
132.458333333 33.9656126815
136.010416667 34.0212814682
139.65162037 34.1938194554
143.394675926 34.3105599934
148.678240741 34.3504207217
152.625 34.4371733047
156.49537037 34.7195643302
160.378472222 34.9112096721
164.248842593 35.2236647073
168.144675926 35.7830600084
173.975694444 36.2566811885
177.909722222 36.4128880376
182.658564815 36.9005262409
187.407407407 37.2568241401
192.41087963 37.4921749148
197.554398148 37.6187342352
202.850694444 38.1789575232
208.210648148 38.3801389337
213.621527778 39.0029999265
218.994212963 39.4427064167
227.091435185 40.0314928139
232.502314815 39.8773232394
237.913194444 40.5484147207
243.502314815 41.4055861791
252.172453704 42.7249802935
258.105324074 43.419771869
264.050925926 43.5362151942
273.739583333 45.8926102337
280.729166667 46.6740333225
288.711805556 46.7980491345
296.821759259 48.2195775156
300.883101852 50.005673992
309.018518519 51.8870805622
321.266203704 53.2845108181
329.439814815 54.4566885316
337.511574074 55.3435994341
345.570601852 54.8002834651
353.655092593 56.534840458
365.775462963 57.276664936
374.407407407 59.1638648449
383.217592593 60.4397105005
392.167824074 60.7443755152
406.134259259 63.4527414668
415.962962963 63.8768326463
426.122685185 65.6851519305
436.30787037 66.8012153986
451.611111111 68.4953435538
461.847222222 70.3015121413
472.096064815 70.3953370493
487.513888889 72.9216718844
497.813657407 73.176115065
513.30787037 73.7663396066
528.840277778 76.7824651151
539.229166667 74.4006819424
554.837962963 74.8819496055
570.484953704 76.5625924686
586.170138889 81.2777012778
601.893518519 84.3687334101
617.667824074 88.2458706162
633.467592593 93.8712579799
649.407407407 102.655683773
666.09837963 129.304320245
684.66087963 134.472078016
704.547453704 140.683179481
725.22337963 157.449097105
745.9375 172.77032748
766.702546296 173.822139771
780.56712963 174.568823052
801.408564815 175.77857925
829.265046296 177.603400662
850.208333333 179.005012684
871.189814815 180.569914469
892.209490741 182.284024955
920.30787037 184.502182422
941.416666667 185.81127158
969.642361111 187.160383463
990.840277778 188.171102752
1019.18055556 189.653061225
1047.58449074 191.278249721
1076.05208333 192.935608372
1104.58333333 194.411101138
1133.17824074 195.661965077
1161.82407407 196.873789984
1197.72685185 198.55448995
1226.51273148 200.085193334
1262.58101852 202.209431991
1291.48148148 203.928844329
1327.7662037 205.718853349
1364.05092593 207.151252192
1400.46296296 208.6006485
1436.875 210.210638593
1473.54166667 212.014672332
1517.46527778 214.436565343
1554.25925926 216.529359196
1598.4375 218.694772901
1642.61574074 220.410089631
1687.04861111 222.110103485
1731.6087963 224.002739333
1776.16898148 226.124942718
1820.85648148 228.436046319
1937.09490741 227.950762688
2012.46527778 231.08443785
2088.09027778 234.159706047
2163.84259259 237.180620527
2239.97685185 240.152807005
2316.36574074 243.077894809
2392.88194444 245.959866072
2469.65277778 248.79623744
2546.67824074 251.583602294
2623.83101852 254.316048814
2701.23842593 256.987384271
2778.90046296 259.598365422
2856.68981481 262.147028347
2934.7337963 264.6388484
3012.90509259 267.079069106
3091.33101852 269.476931732
3248.69212963 274.181593444
3327.75462963 276.508335999
3406.81712963 278.830788213
3486.13425926 281.159190363
3565.70601852 283.502421567
3645.40509259 285.868448919
3725.23148148 288.265695358
