magnification abell383 abell1423 abell209 abell2261 abell611 clj1226 macs0329 macs0416 macs0429 macs0647 macs0717 macs0744 macs1115 macs1149 macs1206 macs1311 macs1423 macs1720 macs1931 macs2129 ms2137 rxj1347 rxj1532 rxj2129 rxj2248
1.0 80191.5060717 139470.399087 173857.50255 142259.232512 165136.969814 111848.075333 121839.826109 60442.0783246 135233.816536 151800.966459 96598.4449195 155113.572349 137667.033602 37015.7396258 150716.648938 132582.004711 69542.2244487 148716.287168 138152.760788 156821.041756 138792.222938 133231.094743 88481.4092622 166652.498815 103658.716931
2.0 5633.55973506 9880.96424709 11342.9880407 22795.3653936 15352.2935345 17162.6446244 22081.3760821 15203.3765351 11934.9648816 26926.3026569 43895.5444452 17680.3656971 15859.4264062 19478.1740988 16857.890571 13173.7074518 12873.17958 10721.1220939 17473.4302395 20040.6537809 12953.5232792 26847.181948 11273.1064118 10968.3310184 25017.691789
3.0 1545.99425391 2767.04963986 3048.58025257 8566.59865924 4779.03594511 6407.06388047 8850.48974214 6923.03589214 3658.62574975 10427.7144634 24542.8460703 5891.17959873 5375.02872835 11761.6772102 5583.00278417 4192.44560666 5117.85152935 3074.69024848 5968.08800606 6984.83941884 3991.66270242 10997.3465488 4086.29545047 2989.85860941 11092.4202193
4.0 680.421896105 1241.24686159 1332.74327565 4426.26926612 2265.91985352 3319.30014343 4768.64304569 3988.11501568 1724.26654622 5447.93440705 15535.4601608 2876.35433792 2666.42863486 7824.34558765 2720.26076414 2006.82374136 2723.81053392 1408.91521939 2930.63217001 3493.17998277 1871.38112828 5935.60334685 2133.96452121 1324.0671967 6271.49225562
5.0 377.636203236 700.444438666 738.678062883 2696.88484575 1321.97088986 2034.42172572 2994.49062987 2607.24130853 1003.34876611 3332.17570807 10656.7028858 1700.7815952 1599.15320047 5560.50885776 1608.00594881 1175.97676753 1689.61976795 809.795682352 1731.6860951 2096.340018 1080.36488939 3709.1970449 1334.61286288 742.161287152 4043.39081418
6.0 239.893045443 451.402468213 469.732589467 1816.23677161 870.633137219 1379.92594959 2063.71805185 1844.72851632 660.047302231 2245.44058916 7732.62019925 1126.46540618 1072.5666753 4143.91370227 1065.66959387 775.970252643 1151.40156408 530.232525614 1143.40326059 1402.39650837 704.804729159 2537.93928039 927.57554104 476.573746204 2830.34806388
7.0 166.277452091 316.81440355 326.295739863 1307.88383918 620.229818994 1001.23910853 1513.61215967 1377.77289996 469.998244322 1615.40414773 5848.86860143 803.664608962 773.86225222 3200.64951204 761.143139023 553.118949847 835.980899508 377.340371063 812.555947857 1007.72021268 497.859225005 1846.790023 690.345341178 333.88354498 2096.04873182
8.0 122.427177701 235.827307057 240.899480701 987.9348811 466.621975081 762.085985486 1160.62575902 1070.30834377 353.546924506 1218.11407239 4567.83996056 604.07361098 587.589726108 2542.05864952 572.925804492 416.064124925 635.258142024 284.338343066 608.265165567 761.539200809 371.727677366 1404.96969793 538.830003402 248.362578524 1617.21155674
9.0 94.1960156114 183.200918835 185.897150532 773.427940341 365.337607925 601.103598733 920.090118516 856.693503439 276.802407254 951.633242726 3659.21879771 471.856757154 463.213546113 2064.72042949 448.243769364 325.557548254 499.560453861 223.303078499 473.257800323 597.356727717 289.063982924 1105.37407614 435.463318711 192.942266553 1287.25762483
10.0 74.930284385 146.979575399 148.323612888 622.516745206 294.831312852 487.355322723 748.492843852 702.01274564 223.38643033 764.240015256 2992.63117915 379.591513542 375.775118031 1708.13924686 361.21310429 262.502217619 403.47651953 180.908917913 379.321850403 482.173430471 231.847016346 892.810372776 361.355776695 154.869532022 1050.01778859
11.0 61.1752189283 120.914419341 121.459633421 512.244947107 243.637550121 403.862306857 621.577161931 586.264061919 184.598139381 627.448673719 2489.89545823 312.536324626 311.785714414 1435.03702066 297.932686812 216.702903318 332.909291914 150.142456063 311.271357498 398.101813414 190.524155495 736.49129969 306.132410409 127.506408926 873.576173087
