magnification abell383 abell1423 abell209 abell2261 abell611 clj1226 macs0329 macs0416 macs0429 macs0647 macs0717 macs0744 macs1115 macs1149 macs1206 macs1311 macs1423 macs1720 macs1931 macs2129 ms2137 rxj1347 rxj1532 rxj2129 rxj2248
0.0 149236.40224499 304059.40656982 328931.66994003 231053.69933449 304748.60897541 199298.3052451 208202.8160747 94790.30932029 270421.32084056 249594.46279835 283017.49417336 317289.7280099 230605.30617709 54036.88009463 270886.42910324 266813.06468469 109989.22374516 322769.85414417 253035.42898283 289364.77800776 269305.76611266 216376.43734511 97796.55172384 317108.9600272 153527.8326061
1.0 124336.591882 222244.662182 273288.346585 223033.244754 256316.806908 173397.46546 187243.154624 98090.5514862 212337.880335 234917.130594 155934.542409 242144.888384 212252.960769 58984.8890542 241890.999696 211254.522858 112910.070509 228540.474847 224443.118327 248398.864483 216404.854739 210181.463538 136238.208321 259757.995024 165764.72372
2.0 8730.34647252 14939.714336 17401.5348299 35119.9040107 23549.7165509 25195.0110859 34443.9397051 23429.7313967 17940.0220267 40761.2731822 68351.0866417 26521.1772134 24252.8107069 30168.1750295 25116.0426028 19588.2273891 18868.0551786 16475.5961056 25965.6462823 29434.6791522 19761.6872555 40987.2696863 17136.8698103 16854.7084226 38603.3703402
3.0 2387.23662583 4133.47849506 4624.56331963 13061.0436196 7272.41489207 9207.99900462 13706.6195625 10447.1422522 5422.38223837 15626.4328034 37639.5755519 8675.98194207 8143.77297732 18139.488535 8112.39370277 6097.72418411 7296.46238031 4720.78247235 8681.34320364 10085.9450308 6036.21122216 16558.3829233 6123.48889047 4555.99492816 16872.6044723
4.0 1047.16323345 1850.14988711 2007.82521963 6702.02725022 3428.25452047 4713.82656475 7309.6000384 5951.517652 2540.52234305 8114.83831371 23631.3673377 4189.33521967 4008.56588523 12089.4776678 3909.5487004 2892.01012787 3851.1793513 2160.64166564 4243.35561764 5029.41975802 2816.37569909 8870.39179743 3160.31904989 2006.19058302 9466.8840062
5.0 579.561256668 1045.31451735 1107.49884586 4063.75302356 1991.32405111 2865.92082707 4543.52644931 3865.08956352 1474.54323071 4943.25670302 16131.4478913 2458.45899799 2388.65411847 8625.6794263 2299.03236663 1687.64114031 2386.2301926 1240.25856764 2510.39140818 3023.85061996 1621.04195632 5518.39387522 1957.70889462 1119.85603532 6075.25783233
6.0 367.328484831 675.344924784 701.71388303 2727.17577282 1306.92950373 1932.0482901 3101.93037283 2723.28162959 969.072005991 3321.35992339 11669.8482985 1619.25054967 1593.52021125 6458.7728679 1520.00867255 1111.59646985 1629.27105331 811.012245616 1663.35479842 2030.19728704 1055.3663665 3765.27364014 1350.05302239 716.846215179 4239.73720537
7.0 254.135651002 475.401124965 486.033407386 1958.77799633 928.44468275 1394.81795687 2255.7894242 2028.42862736 689.944664651 2384.16340436 8810.32052956 1150.27930472 1144.54164953 5013.58756341 1084.71747781 791.899651575 1186.88741962 576.392459474 1187.21788602 1465.00152364 744.387093524 2735.0348952 998.31001246 500.978803199 3133.25579222
8.0 186.833838499 354.969200681 357.977859766 1476.75665647 696.900538512 1057.05327171 1716.52320846 1572.99055681 519.161351159 1794.71028547 6872.83859366 861.636771114 865.696755503 4001.98272681 816.495753725 595.725749792 905.466628789 433.761524817 892.831721602 1111.89692893 555.179527394 2078.43538865 775.017111464 371.923853435 2413.91755188
9.0 143.574910837 276.592481362 275.687080432 1154.46815403 544.588476706 830.519991369 1351.43543382 1257.64447487 406.701508914 1400.16113122 5502.27583066 671.146408049 680.188731459 3266.55614864 639.144864507 466.341582228 715.007893694 340.212983339 697.838009852 875.8399481 431.346137234 1634.20256365 623.508129772 288.470157099 1919.38114458
10.0 114.09669669 222.549597232 219.581137756 928.243425935 438.780719734 670.948591576 1092.5842057 1029.88721286 328.455893553 1123.18567805 4498.78510955 538.634787607 550.20375724 2715.37102264 515.481018498 376.255468957 579.88764713 275.275975291 561.778283341 709.762677182 345.726162013 1319.55582262 515.416164934 231.244258282 1564.43649391
11.0 93.0776270443 183.582463245 179.5346729 763.254067009 362.096303143 554.136997808 902.243374675 859.790781175 271.641447334 921.29401411 3743.07109933 442.58919863 455.362846252 2291.78749137 425.609792724 310.834174254 480.406768259 228.179294747 462.901786092 588.17299417 283.945110586 1088.46492731 435.224922955 190.181556699 1300.82255299
12.0 77.5390261325 154.470431738 149.890330374 639.149969698 304.60714644 465.939068987 758.092100264 729.25393671 228.96226607 769.582395325 3160.43735706 370.645927465 383.885942255 1959.36021297 358.100122828 261.701969843 404.942405935 192.811179632 388.667065199 496.271290007 237.819176121 913.677598241 373.843186143 159.634850823 1099.51996902
13.0 65.7091319556 132.085411101 127.286751707 543.394211819 260.303374121 397.631270408 646.232397273 626.792018022 196.002809691 652.675960365 2702.22661972 315.286638623 328.571614594 1693.77431625 305.999186821 223.779169729 346.270519592 165.489444885 331.426524168 424.975503381 202.409818997 778.222409549 325.64365171 136.235630559 942.215286531
14.0 56.4805901801 114.458314212 109.624344358 467.920166479 225.370598839 343.592575719 557.639728338 544.825090236 169.960042922 560.668203302 2335.6708372 271.723589256 284.811442269 1478.3041923 264.87683183 193.836204222 299.705168256 143.884797943 286.29843834 368.453838987 174.591926036 671.081064984 286.98331645 117.872106062 816.881003148
