days "AB magnitudes"
1.13 45.5795587134
1.145 35.5869885459
1.16 34.7349213661
1.175 34.8023770883
1.19 34.7815733037
1.205 34.7280183803
1.22 34.6528292666
1.235 34.6104169505
1.25 34.5282988082
1.265 34.5135861045
1.28 34.4677048264
1.295 34.4477094809
1.31010416667 34.4385012021
1.32510416667 34.4137696127
1.34 34.3876989814
1.35510416667 34.3585614136
1.37 34.3257249019
1.38510416667 34.2879019668
1.40010416667 34.2533691015
1.415 34.233688005
1.43 34.194561717
1.445 34.1800273174
1.46010416667 34.1466056931
1.475 34.1583386266
1.49010416667 34.098322086
1.505 34.0651170909
1.52010416667 34.0801279195
1.535 34.0211669844
1.55 33.9906763963
1.565 33.9792333338
1.58010416667 33.9492777164
1.595 33.9406764002
1.61010416667 33.9128885601
1.62510416667 33.900152701
1.64010416667 33.8812130159
1.65510416667 33.8526444025
1.67010416667 33.8440128896
1.68510416667 33.8307488541
1.7 33.8031285795
1.715 33.7932753335
1.73 33.7449418119
1.74510416667 33.7505728699
1.76 33.6951162152
1.775 33.7030755902
1.79 33.6991236667
1.80510416667 33.6399722808
1.82 33.6483237596
1.83510416667 33.5878041136
1.85010416667 33.5962640357
1.86510416667 33.5936342981
1.88 33.5351208815
1.95104166667 33.4880542385
2.0246875 33.4212755955
2.10145833333 33.3950954441
2.180625 33.3450641585
2.26291666667 33.2994197624
2.34875 33.2672279509
2.43739583333 33.2288689209
2.5296875 33.2081461107
2.62520833333 33.1553901646
2.72416666667 33.1181655143
2.82729166667 33.0575603204
2.93395833333 33.0149547912
3.04447916667 32.9789896606
3.15947916667 32.9404794455
3.279375 32.883868011
3.40333333333 32.8467387144
3.53114583333 32.7813916062
3.6653125 32.7211473163
3.803125 32.7046810103
3.94729166667 32.6477841294
4.09635416667 32.6030589413
4.25083333333 32.5617538523
4.41114583333 32.5209016258
4.57770833333 32.50370662
4.75083333333 32.4553302445
4.93020833333 32.4061227075
5.11708333333 32.3614374162
5.3103125 32.3153732086
5.51052083333 32.2807481453
5.71875 32.2476786286
5.93510416667 32.2115707813
6.15864583333 32.1783730887
6.43947916667 32.1461997417
6.63385416667 32.1066587366
6.88322916667 32.0805035447
7.14302083333 32.0511774443
7.41291666667 32.0300514226
7.69291666667 32.0081476569
7.98416666667 32.0072589109
8.28552083333 32.0056458587
8.5984375 32.0064768433
8.9228125 32.0030827448
9.26135416667 32.0243540148
9.61020833333 32.0114715884
9.9734375 32.0231888851
10.3510416667 32.0133754729
10.740625 32.0096636588
11.146875 31.9991824716
11.56875 31.9884405988
12.00625 31.9749577508
12.4572916667 31.9661582511
12.9291666667 31.954405191
13.4177083333 31.9527183464
13.9229166667 31.9485199313
14.45 31.9579354313
15.0010416667 31.9634698154
15.5729166667 31.9921797433
16.1635416667 32.0040540007
16.775 32.01840383
17.40625 32.0165301608
18.0583333333 32.065493881
18.75 32.0814277619
19.4427083333 32.1084292025
20.175 32.1138038789
20.9479166667 32.1151319583
21.7416666667 32.1156293293
22.55625 32.1220387603
23.4104166667 32.1297681112
24.2864583333 32.1294548592
25.2020833333 32.1592682934
26.159375 32.1842713233
27.1583333333 32.2430928376
28.1770833333 32.2868967083
29.2364583333 32.3206496728
30.378125 32.3537707006
31.5239583333 32.4018045504
32.6739583333 32.4455709238
33.9479166667 32.4863334415
35.2239583333 32.5205601767
36.5635416667 32.5680939599
37.9052083333 32.6027567587
39.3708333333 32.6423128875
40.8395833333 32.6920958348
42.371875 32.7253312262
43.9677083333 32.7809942986
45.628125 32.8364976788
47.353125 32.8934869262
49.1416666667 32.9541145749
50.996875 33.0214190456
52.9166666667 33.0991860957
54.903125 33.1896660607
57.0177083333 33.2853342446
59.1364583333 33.399851602
61.384375 33.4749137678
63.7 33.6363733588
66.0833333333 33.8343602506
68.5979166667 34.0762959379
71.18125 34.3657499909
73.8979166667 34.8581052384
76.6833333333 35.3133711745
80.4895833333 36.2127449227
83.6354166667 37.1193875239
86.7927083333 38.2401966918
89.9552083333 39.4681965433
93.14375 40.9354926638
96.31875 43.318921097
99.4989583333 46.4621488635
104.479166667 69.0812777899
107.958333333 74.9165454984
111.614583333 79.5539545505
115.927083333 86.6986396709
120.65625 102.063748224
125.416666667 108.70169788
130.125 111.077409125
134.791666667 113.180454478
139.854166667 114.825174222
145.489583333 116.813190727
151.34375 118.817445546
157.21875 120.610853211
163.114583333 122.697146827
169.020833333 124.781449862
174.958333333 126.550259585
180.90625 128.583939378
186.875 130.589447754
195.854166667 133.335392615
202.53125 135.203217045
210.34375 136.991026407
218.3125 138.478317873
226.291666667 140.413472102
234.291666667 142.2143249
242.3125 144.07279822
254.375 146.72747496
262.4375 148.609194365
270.520833333 150.506107712
282.677083333 153.168975716
294.864583333 155.978851295
303.020833333 157.826246574
315.270833333 160.500189441
327.5625 163.247365103
339.885416667 165.987891364
352.25 168.54636929
364.645833333 171.270198478
381.229166667 174.801717056
393.697916667 177.445005866
410.385416667 180.909751516
422.947916667 183.551529442
439.729166667 187.070586869
456.583333333 190.505272207
473.489583333 194.031679817
490.447916667 197.496691053
511.71875 201.795403512
528.802083333 205.246668798
550.229166667 209.545748457
571.729166667 213.822158934
593.322916667 218.051184525
614.979166667 222.279384138
636.729166667 226.492069848
658.541666667 230.664800904
684.822916667 235.67168585
711.197916667 240.65943278
737.6875 245.586749237
764.270833333 250.538017317
795.416666667 256.248345929
826.697916667 261.917843421
853.604166667 266.734166186
889.635416667 273.04564229
921.291666667 278.180732067
957.614583333 283.294744152
994.104166667 287.989246099
1030.73958333 292.575538792
1067.5 296.939618228
1109.0625 301.360808579
1150.83333333 305.512845178
1193.02083333 309.441508883
1236.77083333 313.848804072
1287.1875 319.126479379
1334.375 324.179504136
1383.22916667 329.156482556
1439.58333333 334.031555554
1492.39583333 338.413441428
1546.97916667 343.226223668
1603.64583333 348.590779628
1669.0625 354.886490472
1730.20833333 359.64475295
1793.64583333 364.1965812
1866.77083333 370.074663
1935.20833333 376.428093181
2006.04166667 381.953458432
2079.58333333 386.668172649
2164.375 393.774159933
2243.64583333 400.533857003
2325.9375 405.570336688
2411.14583333 412.692815813
2509.47916667 421.391502551
2601.45833333 427.740363273
